"group","counterbalance","block_type","block","delay_condition","trial","chosen","unchosen","offer_left_image","offer_right_image","exp_value_chosen","exp_value_unchosen","choice_location","choice_key","exp_value1","exp_value2","exp_value3","exp_value4","reward","coins_per_block","coins_per_task","ITI_duration","rt_deadline","choice_feedback_duration","outcome_duration","subject","rt"
"control","start_with_long_delay"," test",6,1,2,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,1,1,62,1,6,0.5,1,"3f5MYPfx",0.334780500008492
"control","start_with_long_delay"," test",6,1,3,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,1,2,63,1,6,0.5,1,"3f5MYPfx",0.310279199999059
"control","start_with_long_delay"," test",6,1,4,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,0,2,63,1,6,0.5,1,"3f5MYPfx",0.535107299991068
"control","start_with_long_delay"," test",6,1,5,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,3,64,1,6,0.5,1,"3f5MYPfx",0.269503599993186
"control","start_with_long_delay"," test",6,1,6,1,3,3,1,0.35,0.55," right",2,0.35,0.45,0.55,0.65,0,3,64,1,6,0.5,1,"3f5MYPfx",0.500391499997932
"control","start_with_long_delay"," test",6,1,7,1,3,1,3,0.35,0.55," left",1,0.35,0.45,0.55,0.65,0,3,64,1,6,0.5,1,"3f5MYPfx",0.35785770000075
"control","start_with_long_delay"," test",6,1,8,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,0,3,64,1,6,0.5,1,"3f5MYPfx",0.307051499999943
"control","start_with_long_delay"," test",6,1,9,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,0,3,64,1,6,0.5,1,"3f5MYPfx",0.311941599997226
"control","start_with_long_delay"," test",6,1,10,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,1,4,65,1,6,0.5,1,"3f5MYPfx",0.335748999990756
"control","start_with_long_delay"," test",6,1,11,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,1,5,66,1,6,0.5,1,"3f5MYPfx",0.334893499995815
"control","start_with_long_delay"," test",6,1,12,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,1,6,67,1,6,0.5,1,"3f5MYPfx",0.373123500001384
"control","start_with_long_delay"," test",6,1,13,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,7,68,1,6,0.5,1,"3f5MYPfx",0.651697499997681
"control","start_with_long_delay"," test",6,1,14,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,1,8,69,1,6,0.5,1,"3f5MYPfx",0.437756699990132
"control","start_with_long_delay"," test",6,1,15,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,0,8,69,1,6,0.5,1,"3f5MYPfx",1.05988369999977
"control","start_with_long_delay"," test",6,1,16,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,0,8,69,1,6,0.5,1,"3f5MYPfx",0.603050299992901
"control","start_with_long_delay"," test",6,1,17,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,1,9,70,1,6,0.5,1,"3f5MYPfx",0.405213899997761
"control","start_with_long_delay"," test",6,1,18,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,0,9,70,1,6,0.5,1,"3f5MYPfx",0.317520500000683
"control","start_with_long_delay"," test",6,1,19,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,1,10,71,1,6,0.5,1,"3f5MYPfx",0.403508500006865
"control","start_with_long_delay"," test",6,1,20,2,4,4,2,0.45,0.65," right",2,0.35,0.45,0.55,0.65,0,10,71,1,6,0.5,1,"3f5MYPfx",0.313184500002535
"control","start_with_long_delay"," test",6,1,21,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,0,10,71,1,6,0.5,1,"3f5MYPfx",0.251479699989432
"control","start_with_long_delay"," test",6,1,22,2,4,2,4,0.45,0.65," left",1,0.35,0.45,0.55,0.65,1,11,72,1,6,0.5,1,"3f5MYPfx",0.504800599999726
"control","start_with_long_delay"," test",6,1,23,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,0,11,72,1,6,0.5,1,"3f5MYPfx",0.806424899987178
"control","start_with_long_delay"," test",6,1,24,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,0,11,72,1,6,0.5,1,"3f5MYPfx",1.00793180000619
"control","start_with_long_delay"," test",6,1,25,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,0,11,72,1,6,0.5,1,"3f5MYPfx",0.402587600008701
"control","start_with_long_delay"," test",7,7,1,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,1,73,1,6,0.5,1,"3f5MYPfx",0.913136300005135
"control","start_with_long_delay"," test",7,7,2,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,2,74,1,6,0.5,1,"3f5MYPfx",0.289424099988537
"control","start_with_long_delay"," test",7,7,3,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,0,2,74,1,6,0.5,1,"3f5MYPfx",0.6582505999977
"control","start_with_long_delay"," test",7,7,4,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,3,75,1,6,0.5,1,"3f5MYPfx",0.308884999991278
"control","start_with_long_delay"," test",7,7,5,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,4,76,1,6,0.5,1,"3f5MYPfx",1.29265960000339
"control","start_with_long_delay"," test",7,7,6,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,1,5,77,1,6,0.5,1,"3f5MYPfx",1.12047919999168
"control","start_with_long_delay"," test",7,7,7,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,0,5,77,1,6,0.5,1,"3f5MYPfx",1.22507349999796
"control","start_with_long_delay"," test",7,7,8,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,6,78,1,6,0.5,1,"3f5MYPfx",0.664526799999294
"control","start_with_long_delay"," test",7,7,9,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,7,79,1,6,0.5,1,"3f5MYPfx",1.33479790001002
"control","start_with_long_delay"," test",7,7,10,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,1,8,80,1,6,0.5,1,"3f5MYPfx",1.01072790000762
"control","start_with_long_delay"," test",7,7,11,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,0,8,80,1,6,0.5,1,"3f5MYPfx",0.562115699998685
"control","start_with_long_delay"," test",7,7,12,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,9,81,1,6,0.5,1,"3f5MYPfx",0.427849899991998
"control","start_with_long_delay"," test",7,7,13,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,10,82,1,6,0.5,1,"3f5MYPfx",0.80444959999295
"control","start_with_long_delay"," test",7,7,14,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,1,11,83,1,6,0.5,1,"3f5MYPfx",0.63198310000007
"control","start_with_long_delay"," test",7,7,15,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,0,11,83,1,6,0.5,1,"3f5MYPfx",0.602048800006742
"control","start_with_long_delay"," test",7,7,16,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,12,84,1,6,0.5,1,"3f5MYPfx",0.468225200005691
"control","start_with_long_delay"," test",7,7,17,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,1,13,85,1,6,0.5,1,"3f5MYPfx",1.06556050000654
"control","start_with_long_delay"," test",7,7,18,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,1,14,86,1,6,0.5,1,"3f5MYPfx",0.775988499997766
"control","start_with_long_delay"," test",7,7,19,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,0,14,86,1,6,0.5,1,"3f5MYPfx",1.62441469999612
"control","start_with_long_delay"," test",7,7,20,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,15,87,1,6,0.5,1,"3f5MYPfx",0.528806399990572
"control","start_with_long_delay"," test",7,7,21,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,0,15,87,1,6,0.5,1,"3f5MYPfx",0.531850799990934
"control","start_with_long_delay"," test",7,7,22,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,1,16,88,1,6,0.5,1,"3f5MYPfx",0.646000499997172
"control","start_with_long_delay"," test",7,7,23,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,0,16,88,1,6,0.5,1,"3f5MYPfx",1.01355040000635
"control","start_with_long_delay"," test",7,7,24,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,0,16,88,1,6,0.5,1,"3f5MYPfx",0.833912799993414
"control","start_with_long_delay"," test",7,7,25,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,1,17,89,1,6,0.5,1,"3f5MYPfx",0.779495700000552
"control","start_with_long_delay"," test",8,1,1,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,1,90,1,6,0.5,1,"3f5MYPfx",0.430107300009695
"control","start_with_long_delay"," test",8,1,2,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,0,1,90,1,6,0.5,1,"3f5MYPfx",0.277205000005779
"control","start_with_long_delay"," test",8,1,3,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,1,2,91,1,6,0.5,1,"3f5MYPfx",0.305802100003348
"control","start_with_long_delay"," test",8,1,4,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,1,3,92,1,6,0.5,1,"3f5MYPfx",0.293001199999708
"control","start_with_long_delay"," test",8,1,5,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,0,3,92,1,6,0.5,1,"3f5MYPfx",0.286076000003959
"control","start_with_long_delay"," test",8,1,6,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,4,93,1,6,0.5,1,"3f5MYPfx",0.947937300006743
"control","start_with_long_delay"," test",8,1,7,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,5,94,1,6,0.5,1,"3f5MYPfx",0.314301900012651
"control","start_with_long_delay"," test",8,1,8,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,6,95,1,6,0.5,1,"3f5MYPfx",0.341591900010826
"control","start_with_long_delay"," test",8,1,9,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,1,7,96,1,6,0.5,1,"3f5MYPfx",0.390408399995067
"control","start_with_long_delay"," test",8,1,10,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,1,8,97,1,6,0.5,1,"3f5MYPfx",0.303247300005751
"control","start_with_long_delay"," test",8,1,11,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,1,9,98,1,6,0.5,1,"3f5MYPfx",0.973184599992237
"control","start_with_long_delay"," test",8,1,12,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,1,10,99,1,6,0.5,1,"3f5MYPfx",0.565596000000369
"control","start_with_long_delay"," test",8,1,13,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,1,11,100,1,6,0.5,1,"3f5MYPfx",0.341950600006385
"control","start_with_long_delay"," test",8,1,14,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,1,12,101,1,6,0.5,1,"3f5MYPfx",0.770840199998929
"control","start_with_long_delay"," test",8,1,15,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,1,13,102,1,6,0.5,1,"3f5MYPfx",0.47271620000538
"control","start_with_long_delay"," test",8,1,16,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,1,14,103,1,6,0.5,1,"3f5MYPfx",1.10157359999721
"control","start_with_long_delay"," test",8,1,17,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,1,15,104,1,6,0.5,1,"3f5MYPfx",0.499268700004905
"control","start_with_long_delay"," test",8,1,18,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,0,15,104,1,6,0.5,1,"3f5MYPfx",0.840504599997075
"control","start_with_long_delay"," test",8,1,19,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,0,15,104,1,6,0.5,1,"3f5MYPfx",0.422494900005404
"control","start_with_long_delay"," test",8,1,20,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,16,105,1,6,0.5,1,"3f5MYPfx",0.384974999993574
"control","start_with_long_delay"," test",8,1,21,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,0,16,105,1,6,0.5,1,"3f5MYPfx",0.491900799999712
"control","start_with_long_delay"," test",8,1,22,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,0,16,105,1,6,0.5,1,"3f5MYPfx",0.358225799995125
"control","start_with_long_delay"," test",8,1,23,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,0,16,105,1,6,0.5,1,"3f5MYPfx",0.51689840000472
"control","start_with_long_delay"," test",8,1,24,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,17,106,1,6,0.5,1,"3f5MYPfx",0.414902100004838
"control","start_with_long_delay"," test",8,1,25,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,0,17,106,1,6,0.5,1,"3f5MYPfx",0.366297200002009
"ADHD","start_with_long_delay"," practice",1,1,1,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,1,1,1,1,6,0.5,1,"3i8lkN5J",2.62733309995383
"ADHD","start_with_long_delay"," practice",1,1,2,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,1,2,2,1,6,0.5,1,"3i8lkN5J",1.27664260007441
"ADHD","start_with_long_delay"," practice",1,1,3,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,0,2,2,1,6,0.5,1,"3i8lkN5J",1.7494880000595
"ADHD","start_with_long_delay"," practice",1,1,4,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,1,3,3,1,6,0.5,1,"3i8lkN5J",1.42517649987713
"ADHD","start_with_long_delay"," practice",1,1,5,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,1,4,4,1,6,0.5,1,"3i8lkN5J",0.848109199898317
"ADHD","start_with_long_delay"," test",1,7,1,2,4,4,2,0.45,0.65," right",2,0.35,0.45,0.55,0.65,0,0,4,1,6,0.5,1,"3i8lkN5J",1.01247479999438
"ADHD","start_with_long_delay"," test",1,7,2,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,1,1,5,1,6,0.5,1,"3i8lkN5J",0.971270699985325
"ADHD","start_with_long_delay"," test",1,7,3,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,2,6,1,6,0.5,1,"3i8lkN5J",1.01868469989859
"ADHD","start_with_long_delay"," test",1,7,4,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,3,7,1,6,0.5,1,"3i8lkN5J",0.565835900139064
"ADHD","start_with_long_delay"," test",1,7,5,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,0,3,7,1,6,0.5,1,"3i8lkN5J",0.608663399936631
"ADHD","start_with_long_delay"," test",1,7,6,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,0,3,7,1,6,0.5,1,"3i8lkN5J",0.756834200117737
"ADHD","start_with_long_delay"," test",1,7,7,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,1,4,8,1,6,0.5,1,"3i8lkN5J",1.80795889999717
"ADHD","start_with_long_delay"," test",1,7,8,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,0,4,8,1,6,0.5,1,"3i8lkN5J",1.2795732000377
"ADHD","start_with_long_delay"," test",1,7,9,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,0,4,8,1,6,0.5,1,"3i8lkN5J",0.382240900071338
"ADHD","start_with_long_delay"," test",1,7,10,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,1,5,9,1,6,0.5,1,"3i8lkN5J",1.69161679991521
"ADHD","start_with_long_delay"," test",1,7,11,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,1,6,10,1,6,0.5,1,"3i8lkN5J",1.26003349991515
"ADHD","start_with_long_delay"," test",1,7,12,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,1,7,11,1,6,0.5,1,"3i8lkN5J",0.702614899957553
"ADHD","start_with_long_delay"," test",1,7,13,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,1,8,12,1,6,0.5,1,"3i8lkN5J",0.982346300035715
"ADHD","start_with_long_delay"," test",1,7,14,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,0,8,12,1,6,0.5,1,"3i8lkN5J",1.1080004000105
"ADHD","start_with_long_delay"," test",1,7,15,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,1,9,13,1,6,0.5,1,"3i8lkN5J",0.676866400055587
"ADHD","start_with_long_delay"," test",1,7,16,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,10,14,1,6,0.5,1,"3i8lkN5J",0.503667500102893
"ADHD","start_with_long_delay"," test",1,7,17,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,11,15,1,6,0.5,1,"3i8lkN5J",0.628231999929994
"ADHD","start_with_long_delay"," test",1,7,18,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,0,11,15,1,6,0.5,1,"3i8lkN5J",0.428343399893492
"ADHD","start_with_long_delay"," test",1,7,19,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,12,16,1,6,0.5,1,"3i8lkN5J",1.04345890018158
"ADHD","start_with_long_delay"," test",1,7,20,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,0,12,16,1,6,0.5,1,"3i8lkN5J",0.518812299938872
"ADHD","start_with_long_delay"," test",1,7,21,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,0,12,16,1,6,0.5,1,"3i8lkN5J",0.834940700093284
"ADHD","start_with_long_delay"," test",1,7,22,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,0,12,16,1,6,0.5,1,"3i8lkN5J",1.57465550000779
"ADHD","start_with_long_delay"," test",1,7,23,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,0,12,16,1,6,0.5,1,"3i8lkN5J",0.568274899851531
"ADHD","start_with_long_delay"," test",1,7,24,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,13,17,1,6,0.5,1,"3i8lkN5J",0.630112299928442
"ADHD","start_with_long_delay"," test",1,7,25,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,14,18,1,6,0.5,1,"3i8lkN5J",2.68919390020892
"ADHD","start_with_long_delay"," test",2,1,1,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,0,0,18,1,6,0.5,1,"3i8lkN5J",1.8728720000945
"ADHD","start_with_long_delay"," test",2,1,2,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,1,19,1,6,0.5,1,"3i8lkN5J",0.626923299860209
"ADHD","start_with_long_delay"," test",2,1,3,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,2,20,1,6,0.5,1,"3i8lkN5J",0.718876800034195
"ADHD","start_with_long_delay"," test",2,1,4,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,3,21,1,6,0.5,1,"3i8lkN5J",0.662850300082937
"ADHD","start_with_long_delay"," test",2,1,5,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,4,22,1,6,0.5,1,"3i8lkN5J",0.816895499825478
"ADHD","start_with_long_delay"," test",2,1,6,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,5,23,1,6,0.5,1,"3i8lkN5J",0.63656620006077
"ADHD","start_with_long_delay"," test",2,1,7,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,6,24,1,6,0.5,1,"3i8lkN5J",0.572213199920952
"ADHD","start_with_long_delay"," test",2,1,8,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,1,7,25,1,6,0.5,1,"3i8lkN5J",1.09819629997946
"ADHD","start_with_long_delay"," test",2,1,9,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,8,26,1,6,0.5,1,"3i8lkN5J",1.04631839995272
"ADHD","start_with_long_delay"," test",2,1,10,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,0,8,26,1,6,0.5,1,"3i8lkN5J",1.08350290008821
"ADHD","start_with_long_delay"," test",2,1,11,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,0,8,26,1,6,0.5,1,"3i8lkN5J",1.01067420002073
"ADHD","start_with_long_delay"," test",2,1,12,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,0,8,26,1,6,0.5,1,"3i8lkN5J",0.558514899807051
"ADHD","start_with_long_delay"," test",2,1,13,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,1,9,27,1,6,0.5,1,"3i8lkN5J",1.24106039991602
"ADHD","start_with_long_delay"," test",2,1,14,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,10,28,1,6,0.5,1,"3i8lkN5J",0.539704599883407
"ADHD","start_with_long_delay"," test",2,1,15,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,11,29,1,6,0.5,1,"3i8lkN5J",0.588018900016323
"ADHD","start_with_long_delay"," test",2,1,16,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,12,30,1,6,0.5,1,"3i8lkN5J",0.368645899929106
"ADHD","start_with_long_delay"," test",2,1,17,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,1,13,31,1,6,0.5,1,"3i8lkN5J",0.912109399912879
"ADHD","start_with_long_delay"," test",2,1,18,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,1,14,32,1,6,0.5,1,"3i8lkN5J",1.48205800005235
"ADHD","start_with_long_delay"," test",2,1,19,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,0,14,32,1,6,0.5,1,"3i8lkN5J",0.771751699969172
"ADHD","start_with_long_delay"," test",2,1,20,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,0,14,32,1,6,0.5,1,"3i8lkN5J",0.601412700023502
"ADHD","start_with_long_delay"," test",2,1,21,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,0,14,32,1,6,0.5,1,"3i8lkN5J",0.4590041001793
"ADHD","start_with_long_delay"," test",2,1,22,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,0,14,32,1,6,0.5,1,"3i8lkN5J",0.518071800004691
"ADHD","start_with_long_delay"," test",2,1,23,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,0,14,32,1,6,0.5,1,"3i8lkN5J",0.790634999983013
"ADHD","start_with_long_delay"," test",2,1,24,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,1,15,33,1,6,0.5,1,"3i8lkN5J",0.770856099901721
"ADHD","start_with_long_delay"," test",2,1,25,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,0,15,33,1,6,0.5,1,"3i8lkN5J",0.988168499898165
"ADHD","start_with_long_delay"," test",3,7,1,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,0,0,33,1,6,0.5,1,"3i8lkN5J",1.76017119991593
"ADHD","start_with_long_delay"," test",3,7,2,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,0,0,33,1,6,0.5,1,"3i8lkN5J",0.897505100117996
"ADHD","start_with_long_delay"," test",3,7,3,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,1,1,34,1,6,0.5,1,"3i8lkN5J",0.642056400189176
"ADHD","start_with_long_delay"," test",3,7,4,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,2,35,1,6,0.5,1,"3i8lkN5J",0.530371399829164
"ADHD","start_with_long_delay"," test",3,7,5,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,1,3,36,1,6,0.5,1,"3i8lkN5J",1.50194270000793
"ADHD","start_with_long_delay"," test",3,7,6,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,0,3,36,1,6,0.5,1,"3i8lkN5J",1.02650010003708
"ADHD","start_with_long_delay"," test",3,7,7,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,1,4,37,1,6,0.5,1,"3i8lkN5J",0.60672890022397
"ADHD","start_with_long_delay"," test",3,7,8,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,0,4,37,1,6,0.5,1,"3i8lkN5J",0.998662499943748
"ADHD","start_with_long_delay"," test",3,7,9,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,0,4,37,1,6,0.5,1,"3i8lkN5J",0.998435799963772
"ADHD","start_with_long_delay"," test",3,7,10,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,1,5,38,1,6,0.5,1,"3i8lkN5J",0.348919800017029
"ADHD","start_with_long_delay"," test",3,7,11,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,6,39,1,6,0.5,1,"3i8lkN5J",0.947532699909061
"ADHD","start_with_long_delay"," test",3,7,12,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,1,7,40,1,6,0.5,1,"3i8lkN5J",0.61431650002487
"ADHD","start_with_long_delay"," test",3,7,13,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,0,7,40,1,6,0.5,1,"3i8lkN5J",0.420858799945563
"ADHD","start_with_long_delay"," test",3,7,14,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,1,8,41,1,6,0.5,1,"3i8lkN5J",1.19006220018491
"ADHD","start_with_long_delay"," test",3,7,15,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,1,9,42,1,6,0.5,1,"3i8lkN5J",0.578853699844331
"ADHD","start_with_long_delay"," test",3,7,16,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,0,9,42,1,6,0.5,1,"3i8lkN5J",1.01669460022822
"ADHD","start_with_long_delay"," test",3,7,17,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,10,43,1,6,0.5,1,"3i8lkN5J",0.891051599988714
"ADHD","start_with_long_delay"," test",3,7,18,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,0,10,43,1,6,0.5,1,"3i8lkN5J",0.585533400066197
"ADHD","start_with_long_delay"," test",3,7,19,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,0,10,43,1,6,0.5,1,"3i8lkN5J",0.470888799987733
"ADHD","start_with_long_delay"," test",3,7,20,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,0,10,43,1,6,0.5,1,"3i8lkN5J",0.64070999994874
